lesson,visual_id,section_id,method,topic,required_facts,content_hash,asset_identity_status,independent_pass_1,independent_pass_2,semantic_status,defect_ids,notes
032,explanation-purpose-img-1,explanation-purpose,Raster image,Academic knowledge-point infographic explaining What secondary storage does with a structured visual model.,"Non-volatile Data remains when power is switched off. Long-term Stores files, programs, backups and operating system data. Usually slower Secondary storage is usually slower than RAM for direct access. Scenario-based The best medium depends on speed, capacity, durability, portability and cost.",d4c1c07e76bbdd78b0cfc8a64d32b643aed37166c570d37a17cf983fc7c04ed6,Pass,PendingIndependentPixelReview,PendingBlindReverseReview,Pending,,
032,explanation-sensors-img-1,explanation-sensors,Raster image,Academic knowledge-point infographic explaining Required sensor types and applications with a structured visual model.,"A temperature sensor measures temperature and a pressure sensor measures pressure. An infra-red sensor detects infra-red radiation, for example in a beam alarm or remote-control receiver. A sound sensor detects sound level or sound waves, for example in a noise monitor. A sensor supplies input data; the processor applies the rule and an actuator performs any physical output. Light intensity is supporting context and does not replace the named infra-red or sound sensors.",9af41dfc5474ee30678d5dc5ac27e1643c2d64a9da8bf8651ee584ae53a6994b,Pass,PendingIndependentPixelReview,PendingBlindReverseReview,Pending,,
032,explanation-storage-visual-img-1,explanation-storage-visual,Raster image,Academic knowledge-point infographic explaining Look at the storage mechanism before comparing performance with a structured visual model.,"Visual explanation The physical mechanism helps explain speed, durability and suitable uses. Magnetic Solid-state Three ways to store data when power is off. The illustration identifies the mechanism; the cards below state the exam-safe explanation. Magnetic HDD Magnetised areas store data on rotating platters. A moving actuator positions the read/write head. Consequence: high capacity and low cost per GB, but mechanical parts are vulnerable to shock. Optical disc A laser reads changes such as pits and lands on the disc surface. Consequence: portable and cheap to distribute, but generally slower and lower-capacity. Solid-state drive",61ccaf1655df4a06fcfd95ebfa06600f2c7492606e7ee649202e4dc1216fca20,Pass,PendingIndependentPixelReview,PendingBlindReverseReview,Pending,,
032,storage-visual-details-2,storage-visual,HTML/CSS,Look at the storage mechanism before comparing performance,Define exact facts for manual review of Look at the storage mechanism before comparing performance.,7b98969bb0ebc2044d71f17686f6890a8abb96d658fa89ac3686f6a5380154f1,Pass,PendingIndependentSemanticReview,NotApplicable,Pending,,
032,storage-visual-img-1,storage-visual,Raster image,"An opened magnetic hard disk with platter and actuator arm, an optical disc and drive, and a solid-state drive circuit board with flash-memory chips.","An opened magnetic hard disk with platter and actuator arm, an optical disc and drive, and a solid-state drive circuit board with flash-memory chips.",b68eec5708fdb938515914fbdce0ca55c6924c7670c31f7d213dddcc1ac2d059,Pass,PendingIndependentPixelReview,PendingBlindReverseReview,Pending,,
033,explanation-answer-img-1,explanation-answer,Raster image,Academic knowledge-point infographic explaining The answer pattern: choice -> characteristic -> context -> consequence with a structured visual model.,"Choice Use an SSD Characteristic because it has fast access and no moving parts Context for a laptop carried to school each day Consequence so programs load quickly and it is less likely to be damaged by knocks Weak: ""SSD is better."" Strong: ""SSD is suitable because fast access reduces loading time and no moving parts improves durability in a portable laptop.""",3610bcf4a98825a5d6ea71293cb6e786a593c85d74ee7318dd0cc7aab2cc9b36,Pass,PendingIndependentPixelReview,PendingBlindReverseReview,Pending,,
033,explanation-criteria-img-1,explanation-criteria,Raster image,Academic knowledge-point infographic explaining The five core characteristics with a structured visual model.,"Capacity How much data can be stored, usually measured in GB or TB. Speed How quickly data can be read or written; affects startup, loading and transfer. Durability How well the device resists damage, wear, shock, scratches or environmental conditions. Portability How easy it is to carry, remove, connect and use between devices. Cost Price of the device and cost per unit of storage; not always the same thing.",5e2a3f52a8bde7b792ac8c5e277a83ac3c377f78804985ec8f1658fc9c96d580,Pass,PendingIndependentPixelReview,PendingBlindReverseReview,Pending,,
033,explanation-gate-visual-img-1,explanation-gate-visual,Raster image,"Academic knowledge-point infographic explaining Six symbols, six exact output rules with a structured visual model.","Visual explanation Read each symbol from left to right. A small circle on the output means “invert”; the extra curved input line distinguishes XOR from OR. NOT One input; output is the opposite value. AND / NAND AND tests whether both are 1; NAND inverts that result. OR / NOR OR tests whether at least one is 1; NOR inverts that result. XOR Output is 1 only when the two inputs are different. Check the diagram: what two visual clues separate NOR from XOR? NOR has an output bubble. XOR has no output bubble, but it has an extra curved line on the input side.",4fdb469714b4727666b30374c0a5a0649760e1bb9b0a864fc226dd5441402fa5,Pass,PendingIndependentPixelReview,PendingBlindReverseReview,Pending,,
033,explanation-tradeoffs-img-1,explanation-tradeoffs,Raster image,Academic knowledge-point infographic explaining Trade-offs by common storage device with a structured visual model.,"Strengths Weaknesses Suitable when... High capacity; low cost per GB. Moving parts; slower; less shock-resistant than SSD. Large storage is needed cheaply and portability is less critical. Fast; durable; no moving parts; low power. Often higher cost per GB than HDD. Speed and durability matter, especially in laptops. Magnetic tape Very high capacity; low cost for archives. Slow sequential access; not convenient for frequent random access.",ef8621fe17590f4ed054ee4972e9f65590c760e0db75109fa673691fe4adc72d,Pass,PendingIndependentPixelReview,PendingBlindReverseReview,Pending,,
034,explanation-embedded-img-1,explanation-embedded,Raster image,Academic knowledge-point infographic explaining What is an embedded system? with a structured visual model.,"An embedded system is designed to perform a specific task or closely related set of tasks. It forms part of a larger product, such as a washing machine, microwave oven or router. It often uses a limited interface and task-specific resources. Low cost, low power and reliable repeated operation may be relevant design priorities. Define an embedded system by purpose and context, not only by physical size.",a79463908c0fb99b7ca5386c2bd5228fea2d70bd9dbde4bf884f84b3b4e047c1,Pass,PendingIndependentPixelReview,PendingBlindReverseReview,Pending,,
034,explanation-microcontroller-img-1,explanation-microcontroller,Raster image,Academic knowledge-point infographic explaining Microcontroller vs general-purpose computer with a structured visual model.,"Microcontroller / embedded system General-purpose computer Designed for a specific control task. Designed to run many different programs. Hardware Often integrates CPU, memory and I/O on one chip. Separate high-performance components are common. Interface May have simple buttons, LEDs or no screen. Usually has richer input/output and user interface. Design priorities Low cost, low power, reliability, real-time response.",1fce21a8302c1ebe36fb0e7722ca075e2811a886388ca47e43ac4c81d46815d2,Pass,PendingIndependentPixelReview,PendingBlindReverseReview,Pending,,
035,control-details-3,control,HTML/CSS,Control systems use rules and feedback,Define exact facts for manual review of Control systems use rules and feedback.,7b98969bb0ebc2044d71f17686f6890a8abb96d658fa89ac3686f6a5380154f1,Pass,PendingIndependentSemanticReview,NotApplicable,Pending,,
035,control-img-1,control,Raster image,"A greenhouse containing a temperature sensor, a controller box, and a ventilation fan with an open roof vent.","A greenhouse containing a temperature sensor, a controller box, and a ventilation fan with an open roof vent.",cfe1d7ac7e97a481af29ecf33da803b3e75a71449f5b4e42f5aae548212ce5c6,Pass,PendingIndependentPixelReview,PendingBlindReverseReview,Pending,,
035,control-svg-2,control,Inline SVG,Control systems use rules and feedback,Define exact facts for manual review of Control systems use rules and feedback.,9fd73986291eee173ecd8d48e21bfcd9ca32845ef594bd331359b77b62c4f166,Pass,PendingIndependentSemanticReview,NotApplicable,Pending,,
035,explanation-actuators-img-1,explanation-actuators,Raster image,Academic knowledge-point infographic explaining Actuators turn output signals into physical action with a structured visual model.,"Motor Creates movement, such as opening a door or spinning a fan. Valve Controls flow of water, gas or air. Heater Changes temperature by producing heat. Light Turns visual warning or illumination on/off. Lock / brake Controls physical safety or movement. An actuator receives an output signal. It does not decide the rule; the processor/controller does that.",e8a29b458302d14d317b6b254d0cb646538ffd658eb78bd30504b3e0ced76195,Pass,PendingIndependentPixelReview,PendingBlindReverseReview,Pending,,
035,explanation-control-img-1,explanation-control,Raster image,Academic knowledge-point infographic explaining Control systems use rules and feedback with a structured visual model.,1 Sensor reads 2 Processor compares 3 Fan and vent act The solid arrows show input and output signals. The dashed arrow shows feedback: the changed temperature is measured again. Sense: the temperature sensor produces a reading. Compare: the controller compares the reading with its threshold. Act: an output signal switches or adjusts the fan and vent. Repeat: a new reading checks whether further action is needed. Input Sensor reads the physical condition. Decision Processor compares the reading with a threshold or rule. Output Signal is sent to an actuator. Feedback New sensor readings check the result.,de06c23abe3e4396872fbfffefae67a7453b13de928e85352f1913db3cb24c0d,Pass,PendingIndependentPixelReview,PendingBlindReverseReview,Pending,,
036,explanation-gates-img-1,explanation-gates,Raster image,Academic knowledge-point infographic explaining The six gate rules with a structured visual model.,"The six gates are NOT, AND, OR, NAND, NOR and XOR. NAND is the negation of AND and NOR is the negation of OR. XOR outputs 1 when exactly one of its two inputs is 1. Ordinary OR also outputs 1 when both inputs are 1, so OR and XOR are different.",d88a7ba783363cfe2a73c1fa7f4b12145ac188f0ec322ac7492d98c7e5cf8794,Pass,PendingIndependentPixelReview,PendingBlindReverseReview,Pending,,
036,explanation-signals-img-1,explanation-signals,Raster image,Academic knowledge-point infographic explaining Logic gates use binary signals with a structured visual model.,"Logic 0 means false, off or a valid low logic level. Logic 1 means true, on or a valid high logic level. An absent, floating or undriven signal is not automatically a valid logic 0.",f7ba8a41ecd4afe7beaa7c9b69d686e04fe13cd6e9147a3187ae81542c15898e,Pass,PendingIndependentPixelReview,PendingBlindReverseReview,Pending,,
036,explanation-symbols-img-1,explanation-symbols,Raster image,Academic knowledge-point infographic explaining Recognise gate symbols and the inversion bubble with a structured visual model.,"NOT Triangle + bubble One input. Bubble means inversion. AND Flat left, curved right Output 1 only when all inputs are 1. OR Curved input side Output 1 when at least one input is 1. NAND AND + bubble Complete AND first, then invert. NOR OR + bubble Complete OR first, then invert. XOR OR with extra curved line Output 1 when inputs differ. Exam habit: if a symbol has a small bubble at the output, say ""then invert the result"" before writing the final column.",2213ea15af5c1965b5707931dfb49da757df06557ee94d32247da7af669765e2,Pass,PendingIndependentPixelReview,PendingBlindReverseReview,Pending,,
036,gate-visual-details-3,gate-visual,HTML/CSS,"Six symbols, six exact output rules","Define exact facts for manual review of Six symbols, six exact output rules.",7b98969bb0ebc2044d71f17686f6890a8abb96d658fa89ac3686f6a5380154f1,Pass,PendingIndependentSemanticReview,NotApplicable,Pending,,
036,gate-visual-ol-2,gate-visual,HTML/CSS,"Six symbols, six exact output rules","Define exact facts for manual review of Six symbols, six exact output rules.",cac54d708d99534a4de51767abb0840d96595af3a7a5a43bf1c919a3a1ebf838,Pass,PendingIndependentSemanticReview,NotApplicable,Pending,,
036,gate-visual-svg-1,gate-visual,Inline SVG,Standard symbols and output rules for six logic gates,NOT is a triangle with an output bubble. AND has a flat input side and curved output side. OR has curved sides. NAND and NOR add an output bubble to AND and OR. XOR adds a second curved line on the input side of OR.,d970c9ba554d4510d13ed699fd3b54aafe7bbbd98683b96ceceb99c37a4947b3,Pass,PendingIndependentSemanticReview,NotApplicable,Pending,,
036,gates-div-1,gates,HTML/CSS,Logic gate rules,Logic gate rules,96d19c310b967a47266fe5f45f487bdfb3de9faa5876b23ad05662f6c79ab6e9,Pass,PendingIndependentSemanticReview,NotApplicable,Pending,,
036,overview-div-1,overview,HTML/CSS,Logic gate expression,Logic gate expression,91699ce4a173bc858b0c218e232fb8f283cbc4e41158801ff60059a5e924be01,Pass,PendingIndependentSemanticReview,NotApplicable,Pending,,
037,explanation-expressions-img-1,explanation-expressions,Raster image,Academic knowledge-point infographic explaining Boolean expressions describe gate behaviour with a structured visual model.,"Variables A, B and C represent input signals. Each row assigns them 0 or 1. Operators NOT, AND, OR, NAND, NOR and XOR describe the logic applied. Intermediate columns Each bracketed part or gate output should get its own column. Final output Q is the final result after all intermediate columns have been combined.",90fb98f6b8fb12da50c1568f2f038de7011066869c9fb8236ddcddfd462eb152,Pass,PendingIndependentPixelReview,PendingBlindReverseReview,Pending,,
037,explanation-precedence-img-1,explanation-precedence,Raster image,Academic knowledge-point infographic explaining Brackets and NOT usually come before the final combination with a structured visual model.,"Brackets first For (A OR B) AND C, complete A OR B before the AND with C. NOT next For A AND NOT B, invert B before applying AND. Then combine Use AND, OR or XOR to combine the prepared columns. Check one row Pick one row and explain it in words to catch swapped columns. Do not assume a hidden priority when the expression is unclear. In exam answers, use brackets or intermediate columns to remove ambiguity.",f55e88107e4c511dbcadfa0363d05a43d7c5f465f39620382dcfa1d90c00e81f,Pass,PendingIndependentPixelReview,PendingBlindReverseReview,Pending,,
037,explanation-table-method-img-1,explanation-table-method,Raster image,Academic knowledge-point infographic explaining A reliable truth-table method with a structured visual model.,"1. Count inputs n inputs produce 2^n rows. Two inputs give 4 rows; three inputs give 8 rows. 2. List input combinations Use a systematic order such as 000, 001, 010, 011, 100, 101, 110, 111. 3. Add intermediate columns One column for each gate result, such as A AND B or NOT C. 4. Fill final Q Use the intermediate columns to avoid guessing the final output. Row number",d346cc46f4b5b86386825b6b05d74b531697ce0a9b199b1b384ad0451bca4eed,Pass,PendingIndependentPixelReview,PendingBlindReverseReview,Pending,,
037,overview-div-1,overview,HTML/CSS,Boolean expression,Boolean expression,087de6ee94ce6687d879e7575f9a6f4f2c4c1c2eab7545dbbbfa8ecb2b0a0423,Pass,PendingIndependentSemanticReview,NotApplicable,Pending,,
038,explanation-design-img-1,explanation-design,Raster image,Academic knowledge-point infographic explaining A circuit design method that examiners can follow with a structured visual model.,"1. Name the output Use a clear output such as Alarm, Unlock, Fan or Light. 2. Define variables Write what each input means, for example A = system armed. 3. Write expression Translate the requirement with AND, OR, NOT, NAND, NOR or XOR. 4. Draw in stages Draw inner gates first, then connect them to the final output gate. A correct circuit is not just a pretty drawing. It must match the Boolean expression and produce the correct truth-table output.",abf4a3926bfaa21a3d1a54f4405d56d47635e00321260c9ac87a7dc7fecc87d9,Pass,PendingIndependentPixelReview,PendingBlindReverseReview,Pending,,
038,explanation-diagram-img-1,explanation-diagram,Raster image,Academic knowledge-point infographic explaining Gate sequence creates the circuit structure with a structured visual model.,"Door Input D Window Input W OR D OR W Armed Input A AND A AND (D OR W) Alarm Final output Q Draw the OR branch first, then feed it into AND with Armed. If the drawing order is unclear, label intermediate outputs.",32f856818beda5deca8ff9b5e0b070d5e083edfcfbfd7e5ce25f9bd7aa0928b7,Pass,PendingIndependentPixelReview,PendingBlindReverseReview,Pending,,
038,explanation-parse-img-1,explanation-parse,Raster image,Academic knowledge-point infographic explaining Parse requirement wording into logic with a structured visual model.,AND means every listed condition must be true; OR means at least one condition is true. NOT directly inverts a condition. P unless Q means P when NOT Q; the full sentence determines which condition is negated. Do not treat the word unless as a universal unary NOT operator.,430051e7cd13063aad6066e5a00f3648002c3dec48992ca53c4eea6bc43c5d61,Pass,PendingIndependentPixelReview,PendingBlindReverseReview,Pending,,
038,overview-div-1,overview,HTML/CSS,Circuit expression,Circuit expression,e1657309449b2bc2a344e38ae9001b55b779473ad38902cdac69148da51249ce,Pass,PendingIndependentSemanticReview,NotApplicable,Pending,,
039,explanation-categories-img-1,explanation-categories,Raster image,Academic knowledge-point infographic explaining Classify the hardware before choosing it with a structured visual model.,The touch-sensing layer of a touchscreen is an input device. The display layer of a touchscreen is an output device. A touchscreen is therefore a combined input/output device.,9ad21631a7505e721994880d0b5526eabb0ff0a85699fad533f92a1d76cf03a1,Pass,PendingIndependentPixelReview,PendingBlindReverseReview,Pending,,
039,explanation-criteria-img-1,explanation-criteria,Raster image,Academic knowledge-point infographic explaining Choose hardware using stated criteria with a structured visual model.,"Speed Needed for real-time input, rapid searches, video editing or low-delay output. Capacity Needed for large files, media archives, backups or databases. Cost Matters when many devices must be purchased or the user has a fixed budget. Durability Important for mobile, outdoor or high-use environments. Accuracy Important for barcode scanning, sensors, medical data and attendance records. Compatibility Hardware must connect to existing software, ports, networks and operating systems. Exam sentence frame: ""I would choose X because it has Y, which matters for Z, so the user can...""",4a0a23c24802661447bb86f41ae0360b94dbe7aa8271c6f2bd374edd56ba04ef,Pass,PendingIndependentPixelReview,PendingBlindReverseReview,Pending,,
039,explanation-users-img-1,explanation-users,Raster image,Academic knowledge-point infographic explaining Different users value different trade-offs with a structured visual model.,"Librarian Needs fast, accurate item input and reliable local/network database access. Delivery driver Needs portable, durable, wireless hardware and quick barcode/QR capture. Video editor Needs high-speed storage, strong CPU/GPU performance and colour-accurate display. Weather station Needs accurate sensors, durable enclosure, low power use and stable communication. A strong answer rejects one tempting unsuitable option. This proves the choice was evaluated, not guessed.",0645653bdf0962e77dbccb2250d39865389dbced1bb309a422e77fc4f5e0b02a,Pass,PendingIndependentPixelReview,PendingBlindReverseReview,Pending,,
040,explanation-environment-img-1,explanation-environment,Raster image,Academic knowledge-point infographic explaining Environmental factors change hardware suitability with a structured visual model.,"Possible effect Suitable protection Exam warning Temperature Overheating can slow, shut down or damage components. Cooling, heat sinks, ventilation, temperature-rated hardware Do not just say ""fast""; explain heat tolerance or cooling. Moisture / water Corrosion or short circuits can stop the system working. Sealed casing, waterproof enclosure, humidity control Name what water does to reliability. Dust / dirt",9e8638851f4260f9ff5c9563ff248816b86b1f9c27cdac65085adba43dd0b15a,Pass,PendingIndependentPixelReview,PendingBlindReverseReview,Pending,,
040,explanation-mitigation-img-1,explanation-mitigation,Raster image,Academic knowledge-point infographic explaining Mitigation must match the risk with a structured visual model.,"Outdoor weather station Weatherproof casing, low-power controller, battery/solar power and wireless communication. Hospital workstation Reliable power, backup, regular maintenance and quick replacement to reduce downtime. Delivery handheld Rugged case, long battery life, mobile data fallback and SSD/flash storage. Data server Cooling, UPS, RAID, backup, monitoring and controlled access. A strong answer rejects an unsuitable protection. A UPS helps power cuts; it does not make a sensor waterproof.",0ae79701d19f5b8cf6e0a5892543ecee3519f6f4625b614bc46dec23b3fcfc1b,Pass,PendingIndependentPixelReview,PendingBlindReverseReview,Pending,,
040,explanation-reliability-img-1,explanation-reliability,Raster image,Academic knowledge-point infographic explaining Reliability is about continuing to work correctly with a structured visual model.,"Redundancy, failover and a UPS can support continuity when a component or power source fails. Backup and restore support recovery after data loss or failure. A backup copy reduces data loss and recovery time but does not by itself keep a live service running.",e67847b3fa2224d72acb8ffd1a1177d79429370bcaa1c72f4599443e32bdd1c9,Pass,PendingIndependentPixelReview,PendingBlindReverseReview,Pending,,
041,explanation-checkpoint-img-1,explanation-checkpoint,Raster image,Academic knowledge-point infographic explaining Short timed review structure with a structured visual model.,"Monthly checkpoint 3 minutes Classify five questions by topic and command word. 8 minutes Answer one 6-mark scenario question. 5 minutes Complete one truth table or Boolean trace. 7 minutes Mark with MS, identify missing marks, rewrite one answer. The checkpoint is included as lesson practice, not a midterm or final exam.",2b94c00b42d965d1b491e5dd7f369dfb6cd690d26749cb7b8c51603c72fb2a32,Pass,PendingIndependentPixelReview,PendingBlindReverseReview,Pending,,
041,explanation-map-img-1,explanation-map,Raster image,Academic knowledge-point infographic explaining Section 3 topic map with a structured visual model.,"RAM and ROM are primary memory; SSD, HDD and optical media are secondary storage. Virtual memory is a memory-management technique that uses secondary storage to supplement RAM. Do not classify virtual memory as a type of primary memory.",c768ed7efab934b40a4631b05d2b50ed8f6e834f553de65d7f0d443218fa4921,Pass,PendingIndependentPixelReview,PendingBlindReverseReview,Pending,,
041,explanation-skills-img-1,explanation-skills,Raster image,"Academic knowledge-point infographic explaining Three review skills: compare, justify, calculate with a structured visual model.","Compare Give both sides and use the same criterion, e.g. SSD is faster than HDD, but HDD may be cheaper per GB. Justify Name a choice, name a feature, link it to the user's need, then explain the consequence. Calculate / trace Show working: input values, intermediate result, final output. Describe Use a sequence, such as sensor reading -> comparison -> output signal -> actuator. Explain Include cause and effect, not only a definition. Correct Find the missing mark, then rewrite the answer with specific wording. Exam answer frame: ""Because [feature], it meets [need], so [practical consequence].""",d2fc4b02b3913b238fa96ba677e55f271260ff30b4d28cdbde8ab24b30d50e36,Pass,PendingIndependentPixelReview,PendingBlindReverseReview,Pending,,
042,architecture-div-1,architecture,HTML/CSS,CPU architecture is about cooperating parts,Define exact facts for manual review of CPU architecture is about cooperating parts.,18c5b257583aca47247fe67988a66d089ebf58f9bdfcbfa27b6d8a7ef3df534a,Pass,PendingIndependentSemanticReview,NotApplicable,Pending,,
042,cpu-map-details-3,cpu-map,HTML/CSS,"Inside the CPU, outside the CPU, and what connects them","Define exact facts for manual review of Inside the CPU, outside the CPU, and what connects them.",7b98969bb0ebc2044d71f17686f6890a8abb96d658fa89ac3686f6a5380154f1,Pass,PendingIndependentSemanticReview,NotApplicable,Pending,,
042,cpu-map-ol-2,cpu-map,HTML/CSS,"Inside the CPU, outside the CPU, and what connects them","Define exact facts for manual review of Inside the CPU, outside the CPU, and what connects them.",cac54d708d99534a4de51767abb0840d96595af3a7a5a43bf1c919a3a1ebf838,Pass,PendingIndependentSemanticReview,NotApplicable,Pending,,
042,cpu-map-svg-1,cpu-map,Inline SVG,CPU architecture and system buses,"A CPU contains the control unit, arithmetic logic unit, registers and clock. Main memory sits outside the CPU. The address bus points from CPU to memory, while data and control buses carry signals between them.",21abb0ef7af9a2d080d837f11eb94a095596edeefa1627a7e20ceef3ad3cd9e9,Pass,PendingIndependentSemanticReview,NotApplicable,Pending,,
042,explanation-acc-status-img-1,explanation-acc-status,Raster image,Academic knowledge-point infographic explaining ACC and status register: execute-stage evidence with a structured visual model.,"Accumulator (ACC) The accumulator commonly holds intermediate results from the ALU. For example, after adding two values, the result may be stored in the ACC. Status register The status register holds flags that describe the outcome of an operation or the processor state. Zero flag Can be set when an operation result is zero. Useful after comparisons or subtraction. Carry / overflow flags Can indicate a carry out or arithmetic overflow. Exact flag names vary by architecture, but the exam idea is that flags record result conditions. Common error The status register does not store the calculation result itself. It stores flags about the result.",c25697661b41312fcf40969bd13ab7f26b3c47de24312682c0d841da5b8741d6,Pass,PendingIndependentPixelReview,PendingBlindReverseReview,Pending,,
042,explanation-alu-cu-img-1,explanation-alu-cu,Raster image,Academic knowledge-point infographic explaining Why control and calculation are separate through a cause-and-effect diagram.,The control unit decodes what the instruction demands. It sends signals that select data movement and an ALU operation. The ALU returns a result and status information.,c77de6fe0f3d53e2dc721629f30dbe031d82663f6aa3225c441b8e65014e8063,Pass,PendingIndependentPixelReview,PendingBlindReverseReview,Pending,,
042,explanation-architecture-img-1,explanation-architecture,Raster image,Academic knowledge-point infographic explaining Why a CPU divides specialised work through a cause-and-effect diagram.,The control unit interprets the current instruction. The ALU performs the required arithmetic or logical operation. Registers and buses hold and move the immediate values.,2afaeed17ad5371ae84f1ae1d11393cab65f074d96fb818809cd41f9d699f9a9,Pass,PendingIndependentPixelReview,PendingBlindReverseReview,Pending,,
042,explanation-cpu-map-img-1,explanation-cpu-map,Raster image,"Academic knowledge-point infographic explaining Inside the CPU, outside the CPU, and what connects them with a structured visual model.",The address bus normally carries addresses from the CPU to memory or I/O. The data bus is bidirectional and carries data or instructions. The control bus is bidirectional overall: the CPU sends read/write signals and devices or controllers can send interrupts and status signals back.,8f6d8781c1687828e700f542e61298049f2176c1f4975e4cd21b5f09b7aa6a46,Pass,PendingIndependentPixelReview,PendingBlindReverseReview,Pending,,
042,explanation-registers-img-1,explanation-registers,Raster image,"Academic knowledge-point infographic explaining How registers, buses and clock stay aligned through a cause-and-effect diagram.","Registers expose small values needed immediately. Buses carry values, addresses and control signals on distinct paths. Clock events determine when components may capture a new state.",8aeaa36a3bc9736e9f3ec3ad1c1818d5390c8e9b2dfb79557e066f0dcd0569a7,Pass,PendingIndependentPixelReview,PendingBlindReverseReview,Pending,,
043,cycle-div-1,cycle,HTML/CSS,The cycle in one clean sentence,Define exact facts for manual review of The cycle in one clean sentence.,f365454f3ec60e43c574518b8f492cce30e50a877a018c8d844f66914932244c,Pass,PendingIndependentSemanticReview,NotApplicable,Pending,,
043,cycle-visual-details-3,cycle-visual,HTML/CSS,Trace one instruction through the fetch stage,Define exact facts for manual review of Trace one instruction through the fetch stage.,7b98969bb0ebc2044d71f17686f6890a8abb96d658fa89ac3686f6a5380154f1,Pass,PendingIndependentSemanticReview,NotApplicable,Pending,,
043,cycle-visual-ol-2,cycle-visual,HTML/CSS,Trace one instruction through the fetch stage,Define exact facts for manual review of Trace one instruction through the fetch stage.,cac54d708d99534a4de51767abb0840d96595af3a7a5a43bf1c919a3a1ebf838,Pass,PendingIndependentSemanticReview,NotApplicable,Pending,,
043,cycle-visual-svg-1,cycle-visual,Inline SVG,"Fetch, decode and execute register sequence","The Program Counter address is copied to the Memory Address Register. Memory is read and returns the instruction to the Memory Data Register. The instruction is copied to the Current Instruction Register, the Program Counter is incremented, the Control Unit decodes the instruction, and the CPU executes it before repeating the cycle.",98fc51b0c19c8721fab854d1e07f1f277a7ceccab61e57747d49cc939e641fd5,Pass,PendingIndependentSemanticReview,NotApplicable,Pending,,
043,explanation-cycle-img-1,explanation-cycle,Raster image,Academic knowledge-point infographic explaining The cycle in one clean sentence with a structured visual model.,"The CPU gets the next instruction from main memory using the address stored in the PC. The CU interprets the instruction in the CIR and identifies the operation and any operands needed. The CPU carries out the instruction, for example using the ALU, accessing memory, or changing the PC.",76d72f87c52d9970429a17e8a5e760982c4ddfc351647f5d70c17cf90075077b,Pass,PendingIndependentPixelReview,PendingBlindReverseReview,Pending,,
043,explanation-cycle-visual-img-1,explanation-cycle-visual,Raster image,Academic knowledge-point infographic explaining Trace one instruction through the fetch stage with a structured visual model.,Copy the next-instruction address from PC to MAR and read the instruction from memory into MDR. Move the fetched instruction from MDR to CIR. Increment PC independently so that PC points to the next instruction. PC does not feed CIR; only the instruction held in MDR is transferred to CIR.,141c56d3d123348efa38b955857db108f88b66b59a5b2c9546604f3bcb21018c,Pass,PendingIndependentPixelReview,PendingBlindReverseReview,Pending,,
043,explanation-decode-img-1,explanation-decode,Raster image,Academic knowledge-point infographic explaining Decode and execute are not filler words with a structured visual model.,"The control unit interprets the instruction in the CIR. It identifies the opcode, decides what operation is required, and identifies any operands or addresses needed. Execute: arithmetic or logic If the instruction is arithmetic or logical, the ALU performs the operation and a result may be stored in a register. Execute: memory access If the instruction needs data from memory, the CPU uses buses and registers to read from or write to the required memory address. Execute: branch If the instruction is a branch/jump, the PC may be changed to a different address rather than just continuing with the next instruction. Common error ""Execute"" does not always mean ""ALU does maths"". Some instructions move data, access memory or change the PC.",437e7431660835720278fc70699904346a0daff466e1bc1d5b29598e64a34f21,Pass,PendingIndependentPixelReview,PendingBlindReverseReview,Pending,,
043,explanation-fetch-img-1,explanation-fetch,Raster image,Academic knowledge-point infographic explaining Fetch stage: the register sequence with a structured visual model.,This is the part students must be able to trace precisely. Register / bus focus Exam-safe wording Address copied from PC to MAR. PC -> MAR The PC contains the address of the next instruction; this address is copied to the MAR. Address sent to memory. Address bus The address in the MAR is placed on the address bus. Memory read signal is sent. Control bus The CU sends a read signal on the control bus.,89fd934877883fc019234b0503b433c7b76be70e0c440ac5e925ca2d7024e13a,Pass,PendingIndependentPixelReview,PendingBlindReverseReview,Pending,,
043,explanation-registers-img-1,explanation-registers,Raster image,Academic knowledge-point infographic explaining The four fetch-stage names you cannot blur together with a structured visual model.,Register roles PC Program Counter: stores the address of the next instruction to be fetched. MAR Memory Address Register: stores the address of the memory location being accessed. MDR Memory Data Register: stores data or an instruction being transferred to or from memory. CIR Current Instruction Register: stores the instruction currently being decoded/executed.,a1148294126bddc1a2fdfa4a41847e141a961e737b83dddd4e6b87b1fd988e4a,Pass,PendingIndependentPixelReview,PendingBlindReverseReview,Pending,,
043,explanation-width-img-1,explanation-width,Raster image,Academic knowledge-point infographic explaining Bus width and addressable locations with a structured visual model.,"Address bus width If the address bus has n lines, it can represent 2^n different addresses. A 16-bit address bus can address 2^16 = 65,536 memory locations. Data bus width A wider data bus can transfer more bits at once, which can affect throughput. Precision Address bus width affects address range; data bus width affects transfer size.",a3a4d7bb9d6415caede059d0b979412462b92958c217b40bf00e27efdb1cee67,Pass,PendingIndependentPixelReview,PendingBlindReverseReview,Pending,,
043,overview-div-1,overview,HTML/CSS,The CPU follows a routine. It is not improvising jazz with your instructions.,Define exact facts for manual review of The CPU follows a routine. It is not improvising jazz with your instructions..,59ef1f5bd9e4dba6eb540a0cedc4700aa825ac821ea15b540513fdef8aeb5606,Pass,PendingIndependentSemanticReview,NotApplicable,Pending,,
