surface,id,source,status,independent_review_status,evidence_location,content_hash,reviewer_id,review_round,official_basis,review_note
question,L040-Q3,lesson-040,Approved,IndependentlyReviewed,audits/remediation-v2-stage4-question-review.json#L040-Q3,a75f728a67552d6184cc5e2fb290ab55ab84df41a5d10bc57dd51aee89366545,stage4-question-review,R4,syllabus:p18,Primary explain; S3.10; AO and four trial cases reviewed.
question,L040-Q4,lesson-040,Approved,IndependentlyReviewed,audits/remediation-v2-stage4-question-review.json#L040-Q4,4208e9e59bf252521782b9d3be165430504277f6a516dc69ab4222dc5928a038,stage4-question-review,R4,syllabus:p18,Primary explain; S3.10; AO and four trial cases reviewed.
question,L040-Q5,lesson-040,Approved,IndependentlyReviewed,audits/remediation-v2-stage4-question-review.json#L040-Q5,b8c4cb57190a8886ec0e64a633882648bb7891798713b00c7c8919383c1d124d,stage4-question-review,R4,syllabus:p18,Primary suggest; S3.10; AO and four trial cases reviewed.
question,L041-Q1,lesson-041,Approved,IndependentlyReviewed,audits/remediation-v2-stage4-question-review.json#L041-Q1,11b215138ffe972e14696abe205b5feaf9b307e5d3dbedd36751e746cd5c0d2c,stage4-question-review,R4,syllabus:p17,Primary compare; S3.01; AO and four trial cases reviewed.
question,L041-Q2,lesson-041,Approved,IndependentlyReviewed,audits/remediation-v2-stage4-question-review.json#L041-Q2,812b10f164f731726e0e6ed1084105dcd18d47e90635f77f3d4ff22475355fcc,stage4-question-review,R4,syllabus:p17,Primary describe; S3.01; AO and four trial cases reviewed.
question,L041-Q3,lesson-041,Approved,IndependentlyReviewed,audits/remediation-v2-stage4-question-review.json#L041-Q3,2d63d93e72ef1fa82f48d3c197dc49319d307b3f87d4fa8c13aea951b8e6edc2,stage4-question-review,R4,syllabus:p18,Primary demonstrate; S3.10; AO and four trial cases reviewed.
question,L041-Q4,lesson-041,Approved,IndependentlyReviewed,audits/remediation-v2-stage4-question-review.json#L041-Q4,e39dfaa17deaca94b932d7d9a9856ab4ce1ff5e80a2246e1dd936f288cd15bc1,stage4-question-review,R4,syllabus:p17,Primary compare; S3.05; AO and four trial cases reviewed.
question,L041-Q5,lesson-041,Approved,IndependentlyReviewed,audits/remediation-v2-stage4-question-review.json#L041-Q5,7e1ba016c5e77388556492c711f57684bc2ee956fbcedbc40bb2d9be12865e98,stage4-question-review,R4,syllabus:p17,Primary compare; S3.07; AO and four trial cases reviewed.
question,L042-Q1,lesson-042,Approved,IndependentlyReviewed,audits/remediation-v2-stage4-question-review.json#L042-Q1,e6178fe9a98b9d2353f53f36f4ee87935a9fe7e5bfa2324828527246159b291e,stage4-question-review,R4,syllabus:p19,Primary describe; S4.03; AO and four trial cases reviewed.
question,L042-Q2,lesson-042,Approved,IndependentlyReviewed,audits/remediation-v2-stage4-question-review.json#L042-Q2,eeb5e1aa784d8d2d58e044067d6d255dadfec502ca9a578a7ae9566a628d84a1,stage4-question-review,R4,syllabus:p19,Primary explain; S4.03; AO and four trial cases reviewed.
question,L042-Q3,lesson-042,Approved,IndependentlyReviewed,audits/remediation-v2-stage4-question-review.json#L042-Q3,4ee2f8c760354d40983321e6c24ec9575674420e344571355207a2429cf1106a,stage4-question-review,R4,syllabus:p19,Primary describe; S4.04; AO and four trial cases reviewed.
question,L042-Q4,lesson-042,Approved,IndependentlyReviewed,audits/remediation-v2-stage4-question-review.json#L042-Q4,a567562b111f07059ca8db7f0d4350bac77e4f8002e971d60f7d0941ae275b3c,stage4-question-review,R4,syllabus:p19,Primary explain; S4.01; AO and four trial cases reviewed.
question,L042-Q5,lesson-042,Approved,IndependentlyReviewed,audits/remediation-v2-stage4-question-review.json#L042-Q5,ab75bc8f699ce20896b74d36b80453e0fe9280abec99d75e877aecb1f324763f,stage4-question-review,R4,syllabus:p19,Primary explain; S4.04; AO and four trial cases reviewed.
question,L043-Q1,lesson-043,Approved,IndependentlyReviewed,audits/remediation-v2-stage4-question-review.json#L043-Q1,60293b8659bc4f1a0e3971261d213ab5079ad0c1062765f41e8e8fd911d0d3be,stage4-question-review,R4,syllabus:p19,Primary use; S4.07; AO and four trial cases reviewed.
question,L043-Q2,lesson-043,Approved,IndependentlyReviewed,audits/remediation-v2-stage4-question-review.json#L043-Q2,d16ded42f88bee208d318b5ff879847e533fa6d42fd63ba11884123687d05d4f,stage4-question-review,R4,syllabus:p19,Primary explain; S4.02; AO and four trial cases reviewed.
question,L043-Q3,lesson-043,Approved,IndependentlyReviewed,audits/remediation-v2-stage4-question-review.json#L043-Q3,f02cab09a775988b5713bc3fe4b724a44be81377a753b9deb04736c198ac9c42,stage4-question-review,R4,syllabus:p19,Primary describe; S4.03; AO and four trial cases reviewed.
question,L043-Q4,lesson-043,Approved,IndependentlyReviewed,audits/remediation-v2-stage4-question-review.json#L043-Q4,f274312970b4f1db0dd76d77292f4dedd3cf27aa841d2203148d12465a284760,stage4-question-review,R4,syllabus:p19,Primary complete; S4.04; AO and four trial cases reviewed.
question,L043-Q5,lesson-043,Approved,IndependentlyReviewed,audits/remediation-v2-stage4-question-review.json#L043-Q5,88a4f832c25bd2a9b06208552bfa5f88c083e4055c12d363de9ea6df4bb5fb9d,stage4-question-review,R4,syllabus:p20,Primary explain; S4.11; AO and four trial cases reviewed.
question,L044-Q1,lesson-044,Approved,IndependentlyReviewed,audits/remediation-v2-stage4-question-review.json#L044-Q1,35811ee737eef121eb8bad9a256952cd7bf81915179741ad520ec714a9f22b1c,stage4-question-review,R4,syllabus:p19,Primary describe; S4.04; AO and four trial cases reviewed.
question,L044-Q2,lesson-044,Approved,IndependentlyReviewed,audits/remediation-v2-stage4-question-review.json#L044-Q2,bbc2eae1b8f55d30bf556105ea8f30312ee1f724d0c3fcf2f5dab440ead7a00a,stage4-question-review,R4,syllabus:p19,Primary explain; S4.04; AO and four trial cases reviewed.
question,L044-Q3,lesson-044,Approved,IndependentlyReviewed,audits/remediation-v2-stage4-question-review.json#L044-Q3,21176650658d7f0d791bc50ffc466be9bd978890776539c40fd981cc6f3034f9,stage4-question-review,R4,syllabus:p20,Primary describe; S4.12; AO and four trial cases reviewed.
question,L044-Q4,lesson-044,Approved,IndependentlyReviewed,audits/remediation-v2-stage4-question-review.json#L044-Q4,076df1b88cce83e46c34802bf851991b2322353680eac4b4372199223c55c499,stage4-question-review,R4,syllabus:p19,Primary explain; S4.02; AO and four trial cases reviewed.
question,L044-Q5,lesson-044,Approved,IndependentlyReviewed,audits/remediation-v2-stage4-question-review.json#L044-Q5,dcc4465374ec59ea560683724e79f16cc7420d1c7bb5ac263601804872f3f73c,stage4-question-review,R4,syllabus:p19,Primary compare; S4.02; AO and four trial cases reviewed.
question,L045-Q1,lesson-045,Approved,IndependentlyReviewed,audits/remediation-v2-stage4-question-review.json#L045-Q1,2b2969423a4ba56aad187de2c82c49a47b2f72db7c255bd58083572f178a52c1,stage4-question-review,R4,syllabus:p19,Primary describe; S4.04; AO and four trial cases reviewed.
question,L045-Q2,lesson-045,Approved,IndependentlyReviewed,audits/remediation-v2-stage4-question-review.json#L045-Q2,30b5dabbdc5c42b91cf8bd3f4a9a64ee01b1e4436e679e8fb1e7a7cb2c0b77a5,stage4-question-review,R4,syllabus:p19,Primary complete; S4.04; AO and four trial cases reviewed.
question,L045-Q3,lesson-045,Approved,IndependentlyReviewed,audits/remediation-v2-stage4-question-review.json#L045-Q3,4eb149ecef791298d1168711653e621245ef24b517800ba4306c1c7e2cfac585,stage4-question-review,R4,syllabus:p19,Primary complete; S4.04; AO and four trial cases reviewed.
question,L045-Q4,lesson-045,Approved,IndependentlyReviewed,audits/remediation-v2-stage4-question-review.json#L045-Q4,f74592288cad4e9633f720f0126dbacd3ea97dc08ea2d4fa1d342fe64eb77d25,stage4-question-review,R4,syllabus:p19,Primary calculate; S4.05; AO and four trial cases reviewed.
question,L045-Q5,lesson-045,Approved,IndependentlyReviewed,audits/remediation-v2-stage4-question-review.json#L045-Q5,f2e7bfea9ec285fc92d355bd0b88079e8fc0d11c4dec33e5174daf03a1206861,stage4-question-review,R4,syllabus:p19,Primary explain; S4.04; AO and four trial cases reviewed.
question,L046-Q1,lesson-046,Approved,IndependentlyReviewed,audits/remediation-v2-stage4-question-review.json#L046-Q1,c652bc6dec1be5a7c68c61ec1ad884ed193eb9cd0e21459bef9b346fcc1673e1,stage4-question-review,R4,syllabus:p20,Primary define; S4.09; AO and four trial cases reviewed.
question,L046-Q2,lesson-046,Approved,IndependentlyReviewed,audits/remediation-v2-stage4-question-review.json#L046-Q2,6ec0f56334742979a7eb2994d9388365e53d685b239913eab2d40df9af1a0952,stage4-question-review,R4,syllabus:p20,Primary explain; S4.09; AO and four trial cases reviewed.
question,L046-Q3,lesson-046,Approved,IndependentlyReviewed,audits/remediation-v2-stage4-question-review.json#L046-Q3,5b5987ccf68e16decfdae03940431a525f0b24dad29c6622ed2f650a2db5f7b4,stage4-question-review,R4,syllabus:p20,Primary give; S4.09; AO and four trial cases reviewed.
question,L046-Q4,lesson-046,Approved,IndependentlyReviewed,audits/remediation-v2-stage4-question-review.json#L046-Q4,1e4fabb67e300e531abd21748d63c6546921d61079092270c11e3dfb8c55aee1,stage4-question-review,R4,syllabus:p20,Primary explain; S4.09; AO and four trial cases reviewed.
question,L046-Q5,lesson-046,Approved,IndependentlyReviewed,audits/remediation-v2-stage4-question-review.json#L046-Q5,467054db5a4c1f0595b4e339dd654506fcc391af503b9e963aa345b2a70836c6,stage4-question-review,R4,syllabus:p20-21,Primary explain; S4.13; AO and four trial cases reviewed.
question,L047-Q1,lesson-047,Approved,IndependentlyReviewed,audits/remediation-v2-stage4-question-review.json#L047-Q1,c9f0b57c3bf730354c9c3ff999b722796e251529043747ecc717ac8029a91723,stage4-question-review,R4,syllabus:p20,Primary identify; S4.12; AO and four trial cases reviewed.
question,L047-Q2,lesson-047,Approved,IndependentlyReviewed,audits/remediation-v2-stage4-question-review.json#L047-Q2,c438108321ca7940bd7a6e309ee7880f441a37bb60cea9d0b986a60eedec7640,stage4-question-review,R4,syllabus:p20-21,Primary state; S4.13; AO and four trial cases reviewed.
question,L047-Q3,lesson-047,Approved,IndependentlyReviewed,audits/remediation-v2-stage4-question-review.json#L047-Q3,395e1fce4c758013cf0500d17c760cf47a0dafc6b264b43f45087ffa68e25413,stage4-question-review,R4,syllabus:p20-21,Primary state; S4.13; AO and four trial cases reviewed.
question,L047-Q4,lesson-047,Approved,IndependentlyReviewed,audits/remediation-v2-stage4-question-review.json#L047-Q4,21062d45c55f241e772f920927ff7d8e5d7eb8b49b964d790a689caddd6c5f89,stage4-question-review,R4,syllabus:p20-21,Primary state; S4.13; AO and four trial cases reviewed.
question,L047-Q5,lesson-047,Approved,IndependentlyReviewed,audits/remediation-v2-stage4-question-review.json#L047-Q5,c0149793d6a3774a981d5ac389d4d053fbfa9187a9d27f762c358fed3d26b984,stage4-question-review,R4,syllabus:p20,Primary explain; S4.10; AO and four trial cases reviewed.
question,L048-Q1,lesson-048,Approved,IndependentlyReviewed,audits/remediation-v2-stage4-question-review.json#L048-Q1,567030226aa967810d7f6c339e59fa15a084f20d857722a42915145ff766ef96,stage4-question-review,R4,syllabus:p20,Primary explain; S4.14; AO and four trial cases reviewed.
question,L048-Q2,lesson-048,Approved,IndependentlyReviewed,audits/remediation-v2-stage4-question-review.json#L048-Q2,e1f40625a230db3af633327e166ffa8258a43eb126fe335ed915efec1a06762b,stage4-question-review,R4,syllabus:p20,Primary complete; S4.11; AO and four trial cases reviewed.
question,L048-Q3,lesson-048,Approved,IndependentlyReviewed,audits/remediation-v2-stage4-question-review.json#L048-Q3,522cfb1e16262f6727f6356649f20e4c5f4e535a992f9755b5797bf544b2f03e,stage4-question-review,R4,syllabus:p20,Primary explain; S4.14; AO and four trial cases reviewed.
question,L048-Q4,lesson-048,Approved,IndependentlyReviewed,audits/remediation-v2-stage4-question-review.json#L048-Q4,1de34ca36c87ac574b8e92f525cfb3cc615df3d985e7b8447cb442fde7449734,stage4-question-review,R4,syllabus:p20-21,Primary explain; S4.13; AO and four trial cases reviewed.
question,L048-Q5,lesson-048,Approved,IndependentlyReviewed,audits/remediation-v2-stage4-question-review.json#L048-Q5,6b94c9a6fee838e6c8f053546a096cf037bc4cc1f633b95c42abe0dbe4ea23f2,stage4-question-review,R4,syllabus:p20,Primary compare; S4.14; AO and four trial cases reviewed.
question,L049-Q1,lesson-049,Approved,IndependentlyReviewed,audits/remediation-v2-stage4-question-review.json#L049-Q1,11b569b7f0918edacf43eb1de4d6b21fed9b1ba72dc00be81091a56c45f33975,stage4-question-review,R4,syllabus:p19,Primary describe; S4.08; AO and four trial cases reviewed.
question,L049-Q2,lesson-049,Approved,IndependentlyReviewed,audits/remediation-v2-stage4-question-review.json#L049-Q2,68aded99a70799bac9119257aceea77818b6b18b7428cb1ad282773e9626b097,stage4-question-review,R4,syllabus:p20,Primary explain; S4.12; AO and four trial cases reviewed.
question,L049-Q3,lesson-049,Approved,IndependentlyReviewed,audits/remediation-v2-stage4-question-review.json#L049-Q3,693729da77fb35180535e1a545cd0ac5199c327e92527d1db645164b1f0e1e0d,stage4-question-review,R4,syllabus:p19,Primary compare; S4.08; AO and four trial cases reviewed.
question,L049-Q4,lesson-049,Approved,IndependentlyReviewed,audits/remediation-v2-stage4-question-review.json#L049-Q4,7da09266025ee89098dbc0d8b7369c50cd4689c8cc3d008ca3aaf5813daf638d,stage4-question-review,R4,syllabus:p19,Primary explain; S4.08; AO and four trial cases reviewed.
question,L049-Q5,lesson-049,Approved,IndependentlyReviewed,audits/remediation-v2-stage4-question-review.json#L049-Q5,21b3d612896cd140ee4d245b135b736573a5be71b5928746b3ff1eb92b66a033,stage4-question-review,R4,syllabus:p19,Primary explain; S4.08; AO and four trial cases reviewed.
question,L050-Q1,lesson-050,Approved,IndependentlyReviewed,audits/remediation-v2-stage4-question-review.json#L050-Q1,50877d1909d4b6127e51ddb77214126c209a8df5262f90d5baed013c534f649a,stage4-question-review,R4,syllabus:p19,Primary explain; S4.05; AO and four trial cases reviewed.
question,L050-Q2,lesson-050,Approved,IndependentlyReviewed,audits/remediation-v2-stage4-question-review.json#L050-Q2,f6c2edda9328eb8975c62460801a707ea0695f967a6c38f421242666654cc964,stage4-question-review,R4,syllabus:p19,Primary explain; S4.05; AO and four trial cases reviewed.
question,L050-Q3,lesson-050,Approved,IndependentlyReviewed,audits/remediation-v2-stage4-question-review.json#L050-Q3,6520e90324e47109425c13a0e6877675463ae9138cf168c4378f60915fc5029e,stage4-question-review,R4,syllabus:p19,Primary explain; S4.03; AO and four trial cases reviewed.
question,L050-Q4,lesson-050,Approved,IndependentlyReviewed,audits/remediation-v2-stage4-question-review.json#L050-Q4,bbc2f3845a17aa6e1986b80e2a54a266dd75522ed907767cc771009f6a163895,stage4-question-review,R4,syllabus:p19,Primary explain; S4.05; AO and four trial cases reviewed.
question,L050-Q5,lesson-050,Approved,IndependentlyReviewed,audits/remediation-v2-stage4-question-review.json#L050-Q5,fe50999df0c5d93242faaa14ca7925ff0553b400d3199a76730f2f36d9001665,stage4-question-review,R4,syllabus:p19,Primary discuss; S4.05; AO and four trial cases reviewed.
question,L051-Q1,lesson-051,Approved,IndependentlyReviewed,audits/remediation-v2-stage4-question-review.json#L051-Q1,4a0cae2c9cd3cd81bb81dcce1b77b3c0a07b1a2ce9909ea50a6f1cd0d229dd1d,stage4-question-review,R4,syllabus:p22,Primary state; S4.15; AO and four trial cases reviewed.
question,L051-Q2,lesson-051,Approved,IndependentlyReviewed,audits/remediation-v2-stage4-question-review.json#L051-Q2,5b29e34da73a9dbb318a72644e48931547023670ab6b6e6cdf86cf96cadf1fbc,stage4-question-review,R4,syllabus:p20,Primary compare; S4.12; AO and four trial cases reviewed.
question,L051-Q3,lesson-051,Approved,IndependentlyReviewed,audits/remediation-v2-stage4-question-review.json#L051-Q3,893864384b7998b4fe3811cee7910dca4ebe5565099eb4988d9ddf90c02e1653,stage4-question-review,R4,syllabus:p22,Primary demonstrate; S4.15; AO and four trial cases reviewed.
question,L051-Q4,lesson-051,Approved,IndependentlyReviewed,audits/remediation-v2-stage4-question-review.json#L051-Q4,4d2751bd9a62489045512e55060e6a47b487773e9a4f21b88ed2027de0128588,stage4-question-review,R4,syllabus:p22,Primary give; S4.15; AO and four trial cases reviewed.
question,L051-Q5,lesson-051,Approved,IndependentlyReviewed,audits/remediation-v2-stage4-question-review.json#L051-Q5,a570f6ca30316828b505808b30f9703f57152af47d637f0b869a6810ef11074f,stage4-question-review,R4,syllabus:p22,Primary calculate; S4.15; AO and four trial cases reviewed.
question,L052-Q1,lesson-052,Approved,IndependentlyReviewed,audits/remediation-v2-stage4-question-review.json#L052-Q1,10a9edd8dfbf2ded7ef0e2fa0900252d7db12ac3bd2befa0f5c4c5cacbd97595,stage4-question-review,R4,syllabus:p19,Primary describe; S4.07; AO and four trial cases reviewed.
question,L052-Q2,lesson-052,Approved,IndependentlyReviewed,audits/remediation-v2-stage4-question-review.json#L052-Q2,22584e56966793944354c5388776d39c0b3735833452cc778bc72671ff39f9e0,stage4-question-review,R4,syllabus:p20-21,Primary compare; S4.13; AO and four trial cases reviewed.
question,L052-Q3,lesson-052,Approved,IndependentlyReviewed,audits/remediation-v2-stage4-question-review.json#L052-Q3,9ef8ff7f1b0e99a792344580527e996dcc627ed5b62c4537b044d039beb10d1d,stage4-question-review,R4,syllabus:p19,Primary explain; S4.08; AO and four trial cases reviewed.
question,L052-Q4,lesson-052,Approved,IndependentlyReviewed,audits/remediation-v2-stage4-question-review.json#L052-Q4,76d46feb6ca3e66d000440bacfb75252727bd4869730445a53dc6914a1875184,stage4-question-review,R4,syllabus:p19,Primary discuss; S4.05; AO and four trial cases reviewed.
question,L052-Q5,lesson-052,Approved,IndependentlyReviewed,audits/remediation-v2-stage4-question-review.json#L052-Q5,9097f858706ed7475c00a731a8193f830be46a3cc94f1138bae454798de81004,stage4-question-review,R4,syllabus:p20,Primary explain; S4.12; AO and four trial cases reviewed.
question,L053-Q1,lesson-053,Approved,IndependentlyReviewed,audits/remediation-v2-stage4-question-review.json#L053-Q1,17e0cb12ce817907c469f5f5c8e87128943e7e7091dcb52ecc8debd966816078,stage4-question-review,R4,syllabus:p23,Primary explain; S5.01; AO and four trial cases reviewed.
question,L053-Q2,lesson-053,Approved,IndependentlyReviewed,audits/remediation-v2-stage4-question-review.json#L053-Q2,21751c7b5c068bc6f67b00703acf830e6d65cba0a4decbed6cf5b4e1aa626e25,stage4-question-review,R4,syllabus:p23,Primary compare; S5.01; AO and four trial cases reviewed.
question,L053-Q3,lesson-053,Approved,IndependentlyReviewed,audits/remediation-v2-stage4-question-review.json#L053-Q3,68dd2f471c181824b4b71a2a03207ca205c7d8769565024a1ce88cac960ab1cb,stage4-question-review,R4,syllabus:p23,Primary explain; S5.04; AO and four trial cases reviewed.
question,L053-Q4,lesson-053,Approved,IndependentlyReviewed,audits/remediation-v2-stage4-question-review.json#L053-Q4,cf8eda8ebca939518e2f8443f0ad09b7d46a050362af91b9af765b46b05a5eca,stage4-question-review,R4,syllabus:p23,Primary explain; S5.04; AO and four trial cases reviewed.
question,L053-Q5,lesson-053,Approved,IndependentlyReviewed,audits/remediation-v2-stage4-question-review.json#L053-Q5,928effd86835c4e23f079a1053c5e0bfa46a48878e5ddff7aed42b9d379755da,stage4-question-review,R4,syllabus:p23,Primary identify; S5.01; AO and four trial cases reviewed.
question,L054-Q1,lesson-054,Approved,IndependentlyReviewed,audits/remediation-v2-stage4-question-review.json#L054-Q1,f50f647f0d0990bdb8bcb89e616f1ff49dbd3b2f4f5ff916615badb993bbca41,stage4-question-review,R4,syllabus:p23,Primary describe; S5.01; AO and four trial cases reviewed.
question,L054-Q2,lesson-054,Approved,IndependentlyReviewed,audits/remediation-v2-stage4-question-review.json#L054-Q2,58bcadad31da4091a89b2574466f744f24ea54805721d60a4f04efb16438e328,stage4-question-review,R4,syllabus:p23,Primary explain; S5.01; AO and four trial cases reviewed.
question,L054-Q3,lesson-054,Approved,IndependentlyReviewed,audits/remediation-v2-stage4-question-review.json#L054-Q3,77e20c04f6a612007aad9a9c9fd9fec298f0a19b53332b09bad4d16e6ee995c3,stage4-question-review,R4,syllabus:p23,Primary explain; S5.01; AO and four trial cases reviewed.
question,L054-Q4,lesson-054,Approved,IndependentlyReviewed,audits/remediation-v2-stage4-question-review.json#L054-Q4,eceb3b37e8d53fd80e7bc3d21e816f4c0aaf4c23e89d49cc1984bfa964c2b4ac,stage4-question-review,R4,syllabus:p23,Primary explain; S5.01; AO and four trial cases reviewed.
question,L054-Q5,lesson-054,Approved,IndependentlyReviewed,audits/remediation-v2-stage4-question-review.json#L054-Q5,2754b50d3333def7f492230e54d42c046559dbaf8e6dbc7395add5d02dc77524,stage4-question-review,R4,syllabus:p23,Primary explain; S5.01; AO and four trial cases reviewed.
question,L055-Q1,lesson-055,Approved,IndependentlyReviewed,audits/remediation-v2-stage4-question-review.json#L055-Q1,1ff8b8307bb21262a2e8ef49787143027e3bd9bfeda225e80606307069f8e454,stage4-question-review,R4,syllabus:p23,Primary compare; S5.03; AO and four trial cases reviewed.
question,L055-Q2,lesson-055,Approved,IndependentlyReviewed,audits/remediation-v2-stage4-question-review.json#L055-Q2,60e83e10b526be88762e6bc7aff7e4f13b95849698ce7db0cbcd6744c9ddb7ec,stage4-question-review,R4,syllabus:p23,Primary explain; S5.01; AO and four trial cases reviewed.
question,L055-Q3,lesson-055,Approved,IndependentlyReviewed,audits/remediation-v2-stage4-question-review.json#L055-Q3,1851063440ab183e70959b8d73ea53be5fc4257b11a3605e428252b51c6b581d,stage4-question-review,R4,syllabus:p23,Primary justify; S5.05; AO and four trial cases reviewed.
question,L055-Q4,lesson-055,Approved,IndependentlyReviewed,audits/remediation-v2-stage4-question-review.json#L055-Q4,931bc76c950de1b30b0e928610c82a3720d3b49b49676739d2ae4b67156daf33,stage4-question-review,R4,syllabus:p23,Primary describe; S5.03; AO and four trial cases reviewed.
question,L055-Q5,lesson-055,Approved,IndependentlyReviewed,audits/remediation-v2-stage4-question-review.json#L055-Q5,71ab77378ab96ec719b77f62056b9713ba03319abe34dcb9c65b0a99eba996b2,stage4-question-review,R4,syllabus:p23,Primary suggest; S5.03; AO and four trial cases reviewed.
question,L056-Q1,lesson-056,Approved,IndependentlyReviewed,audits/remediation-v2-stage4-question-review.json#L056-Q1,ee86416334a836eb0fa36073425d030dbfbe1e81eed08a2a2da15ec8d7dc0078,stage4-question-review,R4,syllabus:p23,Primary describe; S5.03; AO and four trial cases reviewed.
question,L056-Q2,lesson-056,Approved,IndependentlyReviewed,audits/remediation-v2-stage4-question-review.json#L056-Q2,0c62c2eec31a6ec6977fa724e82e7e91e75ae431ba1daff29bdf232cc4d03c15,stage4-question-review,R4,syllabus:p23,Primary explain; S5.03; AO and four trial cases reviewed.
question,L056-Q3,lesson-056,Approved,IndependentlyReviewed,audits/remediation-v2-stage4-question-review.json#L056-Q3,95474a3b2de4aa614b33b181d58c03fa022aad88174e54c5a9812d912124a077,stage4-question-review,R4,syllabus:p23,Primary explain; S5.03; AO and four trial cases reviewed.
question,L056-Q4,lesson-056,Approved,IndependentlyReviewed,audits/remediation-v2-stage4-question-review.json#L056-Q4,2ff92fe3725fd287e37976a9663ca5629f5fa5a7b04fb4237d131ea55888400c,stage4-question-review,R4,syllabus:p23,Primary describe; S5.05; AO and four trial cases reviewed.
question,L056-Q5,lesson-056,Approved,IndependentlyReviewed,audits/remediation-v2-stage4-question-review.json#L056-Q5,6a09f2be4a21d394e49256a6f08b9b63a684c9fa315359066facd30b1894d7b6,stage4-question-review,R4,syllabus:p23,Primary identify; S5.03; AO and four trial cases reviewed.
question,L057-Q1,lesson-057,Approved,IndependentlyReviewed,audits/remediation-v2-stage4-question-review.json#L057-Q1,5b73e0abb5f5e33dfd3fb4422b23522e526803731c68bea9f861e8213c500474,stage4-question-review,R4,syllabus:p23,Primary describe; S5.06; AO and four trial cases reviewed.
question,L057-Q2,lesson-057,Approved,IndependentlyReviewed,audits/remediation-v2-stage4-question-review.json#L057-Q2,adb6dbc475c001b243ed9c84a7046a058beff5e1d043ac6546a2dca1ebdc600d,stage4-question-review,R4,syllabus:p23,Primary explain; S5.04; AO and four trial cases reviewed.
question,L057-Q3,lesson-057,Approved,IndependentlyReviewed,audits/remediation-v2-stage4-question-review.json#L057-Q3,274e269131bd60f439ceac1b52a8e741127ba976e8f736144d006e95bfbd59e0,stage4-question-review,R4,syllabus:p23,Primary describe; S5.04; AO and four trial cases reviewed.
question,L057-Q4,lesson-057,Approved,IndependentlyReviewed,audits/remediation-v2-stage4-question-review.json#L057-Q4,a76295b8924d7e310cea0f21382cd91e27cab78f5e643bb4b5ddedf01c646792,stage4-question-review,R4,syllabus:p23,Primary compare; S5.05; AO and four trial cases reviewed.
question,L057-Q5,lesson-057,Approved,IndependentlyReviewed,audits/remediation-v2-stage4-question-review.json#L057-Q5,f49e72f9a7671f135dfe9d67e03015fe85b4a11fcd892f1683a6c7afd58465b1,stage4-question-review,R4,syllabus:p23,Primary identify; S5.04; AO and four trial cases reviewed.
question,L058-Q1,lesson-058,Approved,IndependentlyReviewed,audits/remediation-v2-stage4-question-review.json#L058-Q1,014988b398c97bdcce1f93a198ed4ed14aeb1766a793052d3231f59286009f21,stage4-question-review,R4,syllabus:p23,Primary describe; S5.01; AO and four trial cases reviewed.
question,L058-Q2,lesson-058,Approved,IndependentlyReviewed,audits/remediation-v2-stage4-question-review.json#L058-Q2,72c4c9869d3b9f6e2989ff1524c7ab5e38a6db9ad26a1d163d9747339eaa0fc5,stage4-question-review,R4,syllabus:p23,Primary explain; S5.01; AO and four trial cases reviewed.
question,L058-Q3,lesson-058,Approved,IndependentlyReviewed,audits/remediation-v2-stage4-question-review.json#L058-Q3,c999b62405264bdbd536f42906004a1b25af48389cbab345a585a7b986a35bb8,stage4-question-review,R4,syllabus:p23,Primary describe; S5.01; AO and four trial cases reviewed.
question,L058-Q4,lesson-058,Approved,IndependentlyReviewed,audits/remediation-v2-stage4-question-review.json#L058-Q4,4d5cdcfcccbbf4534cc3832eadae66348639ea47d7bc3402c8110c5601cfd333,stage4-question-review,R4,syllabus:p23,Primary explain; S5.01; AO and four trial cases reviewed.
question,L058-Q5,lesson-058,Approved,IndependentlyReviewed,audits/remediation-v2-stage4-question-review.json#L058-Q5,76c0a9e6735b4c36e7f250ea867f7188b1fa595354f6ae748d5380935092fb0e,stage4-question-review,R4,syllabus:p23,Primary identify; S5.01; AO and four trial cases reviewed.
question,L059-Q1,lesson-059,Approved,IndependentlyReviewed,audits/remediation-v2-stage4-question-review.json#L059-Q1,61a6422c639de05f3824953e7776070504595ab3e06294f5d30ed647c2e9940a,stage4-question-review,R4,syllabus:p23,Primary describe; S5.03; AO and four trial cases reviewed.
question,L059-Q2,lesson-059,Approved,IndependentlyReviewed,audits/remediation-v2-stage4-question-review.json#L059-Q2,aec521637097d823b52da9439540284114e747c3540aee7210f2db8623400609,stage4-question-review,R4,syllabus:p23,Primary describe; S5.06; AO and four trial cases reviewed.
question,L059-Q3,lesson-059,Approved,IndependentlyReviewed,audits/remediation-v2-stage4-question-review.json#L059-Q3,9bfb1fa2d6d2b30f23b76a86052df6b938ceb21d3ab8d85561f72624977f143e,stage4-question-review,R4,syllabus:p23,Primary explain; S5.03; AO and four trial cases reviewed.
question,L059-Q4,lesson-059,Approved,IndependentlyReviewed,audits/remediation-v2-stage4-question-review.json#L059-Q4,f7ca03a497600f518a1f724d71959a51eae6f4cdcf5cccf3d973a251df0af339,stage4-question-review,R4,syllabus:p23,Primary compare; S5.06; AO and four trial cases reviewed.
